EFF_DATE,SITE_NO,SITE_TYPE_CODE,FACILITY_TYPE,STATE_CODE,FACILITY_ID,CITY,COUNTRY_CODE,LEGACY_ELEMENT_NUMBER,TAB_NAME,REF_COL_NAME,REMARK_NO,REMARK
2025/03/20,22077.0,A,NON-ATCT,RI,08R,WEST KINGSTON,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,CLNC DEL THRU BRIDGEPORT RADIO (BDR) 1-866-293-5149.
2025/03/20,199.1,A,NON-ATCT,AL,09A,BUTLER,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN MERIDIAN APCH CTL CLSD.
2025/03/20,3855.4,A,NON-ATCT,GA,09J,JEKYLL ISLAND,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC (ZJX) ON FREQS 126.75/277.4 (BRUNSWICK RCAG).
2025/03/20,23187.2,A,NON-ATCT,TN,0A3,SMITHVILLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 132.9/290.3 (NASHVILLE/JOELTON RCAG).
2025/03/20,218.7,A,NON-ATCT,AL,0A8,CENTREVILLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 132.25/263.025 (UNIONTOWN RCAG).
2025/03/20,22960.2,A,NON-ATCT,TN,0A9,ELIZABETHTON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 127.85/269.3 (GLADE SPRINGS RCAG) WHEN TRI CITY APCH CTL CLSD.
2025/03/20,50222.0,A,NON-ATCT,AK,0AA4,FAREWELL,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ANCHORAGE ARTCC ON FREQS 128.1/353.8 (MC GRATH RCAG).
2025/03/20,7840.0,A,NON-ATCT,ME,0B1,BETHEL,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 128.2/263.05 (WATERBORO RCAG) WHEN PORTLAND APCH CTL CLSD.
2025/03/20,12752.4,A,NON-ATCT,NE,0B4,HARTINGTON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 125.025/235.625 (SIOUX CITY RCAG).
2025/03/20,9090.0,A,NON-ATCT,MA,0B5,MONTAGUE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 123.75/338.2 (GARDNER RCAG).
2025/03/20,15242.0,A,NON-ATCT,NY,0B8,FISHERS ISLAND,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 124.85/307.9 (WOODSTOCK RCAG) WHEN PROVIDENCE APCH CTL CLSD.
2025/03/20,12878.1,A,NON-ATCT,NE,0C4,PENDER,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 125.025/235.625 (SIOUX CITY RCAG) WHEN SIOUX CITY APCH CTL CLSD.
2025/03/20,22686.8,A,NON-ATCT,SD,0D8,GETTYSBURG,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 125.1/269.1 (PIERRE RCAG).
2025/03/20,14665.32,A,NON-ATCT,NM,0E0,MORIARTY,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ALBUQUERQUE ARTCC (ZAB) ON 133.65/284.6 ( CLINES CORNER RCAG).
2025/03/20,23469.2,A,NON-ATCT,TX,0F2,BOWIE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 127.95/322.325 (WICHITA FALLS NR 2 RCAG).
2025/03/20,12805.22,A,NON-ATCT,NE,0F4,LOUP CITY,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS (ZMP) ARTCC ON FREQ 126.05 (GRAND ISLAND RCAG) / 278.8 (HASTINGS RCAG).
2025/03/20,12944.01,A,NON-ATCT,NE,0G3,TECUMSEH,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.4/317.7 (MARYSVILLE RCAG).
2025/03/20,16144.0,A,NON-ATCT,NY,0G7,SENECA FALLS,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,APCH SVC PRVDD BY NEW YORK ARTCC ON FREQS 133.35/372.0 (SAYRE RCAG) WHEN ELMIRA APCH CTL CLSD.
2025/03/20,6948.51,A,NON-ATCT,KS,0H1,WAKEENEY,US,3,ARPT_CTL_REMARK,ATC_REMARK,3,APCH/DEP CTL SVC PRVDD BY DENVER ARTCC (ZDV) ON 132.7/226.675 (HILL CITY RCAG).
2025/03/20,954.1,A,NON-ATCT,AR,0M0,DUMAS,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 135.875/269.35 (GREENVILLE RCAG & PINE BLUFF RCAG).
2025/03/20,23006.0,A,NON-ATCT,TN,0M3,HOHENWALD,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.85/379.25 (CENTERVILLE RCAG).
2025/03/20,22890.1,A,NON-ATCT,TN,0M4,CAMDEN,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.85/379.25 (CENTERVILLE RCAG).
2025/03/20,23240.1,A,NON-ATCT,TN,0M5,WAVERLY,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.85/379.25 (CENTERVILLE RCAG).
2025/03/20,8456.012,H,NON-ATCT,MD,0MD3,BALTIMORE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY POTOMAC TRACON (PCT) 119.0 (SNOW HILL RCAG).
2025/03/20,17066.1,H,NON-ATCT,NC,0NC5,ROCKY MOUNT,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,APCH/DEP SVC PRVDD BY WASHINGTON ARTCC (ZDC) ON 123.85/279.65 (NEW BERN RCAG).
2025/03/20,20355.06,H,NON-ATCT,PA,0PS8,ERIE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BUFFALO APCH (BUF) ON 121.0 0600-0000. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC ON FREQ 127.075/292.175 (WATERFORD RCAG)  0000-0600.
2025/03/20,11191.0,A,NON-ATCT,MS,0R0,COLUMBIA,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY HOUSTON ARTCC (ZHU) ON FREQS 126.8/327.8 (MC COMB RCAG).
2025/03/20,7764.1,A,NON-ATCT,LA,0R4,VIDALIA,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY HOUSTON ARTCC (ZHU) ON FREQS 120.975/299.6 (NATCHEZ RCAG).
2025/03/20,23965.31,A,NON-ATCT,TX,0TX1,GRANBURY,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/ DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON 127.15/314.0 (MINERAL WELLS/A RCAG).
2025/03/20,4255.0,A,NON-ATCT,ID,0U9,MIDVALE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,COMMUNICATIONS PRVDD BY BOISE RADIO ON FREQ 122.5 (CASCADE RCO).
2025/03/20,12817.0,A,NON-ATCT,NE,0V3,MINDEN,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQUENCIES 119.4/278.8 (HASTINGS RCAG).
2025/03/20,25836.4,A,NON-ATCT,VA,0VG,JONESVILLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 127.55/269.50 (NEWPORT RCAG).
2025/03/20,23906.01,A,NON-ATCT,TX,0XA4,FREER,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY HOUSTON ARTCC (ZHU) ON 127.8 (LAREDO RCAG)/307.2 (UVALDE RCAG).
2025/03/20,18205.1,A,NON-ATCT,OH,10G,MILLERSBURG,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY INDIANAPOLIS ARTCC ON FREQS 124.45/323.275 (ZANESVILLE RCAG).
2025/03/20,8084.26,H,NON-ATCT,ME,10ME,LINCOLN,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQ 124.25/290.50 (BANGOR RCAG).
2025/03/20,13106.0,A,NON-ATCT,NV,10U,OWYHEE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY SALT LAKE ARTCC (ZLC) ON 118.05/363.0 (BLISS RCAG).
2025/03/20,234.0,A,NON-ATCT,AL,11A,CLAYTON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN CAIRNS APCH/DEP CLSD.
2025/03/20,11028.4,A,NON-ATCT,MN,12D,TOWER,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON 127.9/281.45 (DULUTH RCAG).
2025/03/20,18496.0,A,NON-ATCT,OH,12G,SHELBY,US,3,ARPT_CTL_REMARK,ATC_REMARK,3,APCH/DEP SVC PRVDD BY CLEVELAND APCH (CLE) 0600-0100. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 134.9/269.475 (MANSFIELD RCAG) 0100-0600.
2025/03/20,12940.0,A,NON-ATCT,NE,12K,SUPERIOR,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 119.4/278.8 (HASTINGS RCAG).
2025/03/20,26752.0,A,NON-ATCT,WV,12V,MILTON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APPROACHES FROM THE EAST USE CHARLESTON APCH 124.1/269.125. APPROACHES FROM THE WEST USE HUNTINGTON APCH 119.75/270.1.
2025/03/20,10005.0,A,NON-ATCT,MI,13C,LAKEVIEW,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY CHICAGO ARTCC (ZAU) ON FREQS 132.275/254.35 (MUSKEGON RCAG) WHEN GREAT LAKES APCH CTL CLSD.
2025/03/20,6589.0,A,NON-ATCT,KS,13K,EUREKA,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY KANSAS CITY ARTCC (ZKC) ON FREQS 120.2/323.2 (EMPORIA RCAG).
2025/03/20,21590.01,A,NON-ATCT,PA,13PA,TIDIOUTE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BUFFALO APCH (BUF) ON 121.0 0600-0000. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC ON FREQ 127.075/292.175 (WATERFORD RCAG)  0000-0600.
2025/03/20,24602.0,A,NON-ATCT,TX,14TS,REALITOS,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVVD BY HOUSTON ARTCC (ZHU) ON127.8/307.2 (LAREDO RCAG).
2025/03/20,10797.3,A,NON-ATCT,MN,14Y,LONG PRAIRIE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.1/269.2 (ALEXANDRIA RCAG).
2025/03/20,24015.12,A,NON-ATCT,TX,15F,HASKELL,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW)  ON FREQS 133.5/350.35 (WICHITA FALLS NR 2 RCAG).
2025/03/20,3611.0,A,NON-ATCT,GA,15J,ADEL,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC ON FREQS 133.7/323.3(VALDOSTA RCAG) WHEN VALDOSTA APCH CTL CLSD.
2025/03/20,11276.0,A,NON-ATCT,MS,15M,IUKA,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC (ZME) ON FREQS 124.35/318.1 (MCKELLAR RCAG).
2025/03/20,10903.0,A,NON-ATCT,MN,16D,PERHAM,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.1/269.2 (ALEXANDRIA RCAG).
2025/03/20,3756.0,A,NON-ATCT,GA,16J,DAWSON,US,3,ARPT_CTL_REMARK,ATC_REMARK,3,APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC ON FREQS 125.75/363.075 (ALBANY RCAG).
2025/03/20,8221.16,H,NON-ATCT,ME,16ME,PRESQUE ISLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQ 124.75/239.05 (CARIBOU RCAG).
2025/03/20,17656.0,A,NON-ATCT,OH,17G,BUCYRUS,US,3,ARPT_CTL_REMARK,ATC_REMARK,3,APCH/DEP SVC PRVDD BY CLEVELAND APCH (CLE) 0600-0100. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 135.1/291.725 (FINDLAY RCAG) 0100-0600.
2025/03/20,3758.0,A,NON-ATCT,GA,17J,DONALSONVILLE,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC ON FREQS 134.3/322.55 (DOTHAN RCAG) WHEN CAIRNS APCH/DEP CLSD.
2025/03/20,18825.0,A,NON-ATCT,OK,17K,BOISE CITY,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ALBUQUERQUE ARTCC (ABQ) ON FREQS 127.85/285.475 (MOUNT DORA RCAG).
2025/03/20,11324.2,A,NON-ATCT,MS,17M,MAGEE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.975/307.275  (MERIDIAN RCAG).
2025/03/20,23781.1,A,NON-ATCT,TX,17XS,DUBLIN,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON 127.15/314.0 (DUBLIN/B RCAG).
2025/03/20,3703.6,A,NON-ATCT,GA,18A,CANON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 127.5/316.05 (ATHENS RCAG).
2025/03/20,7339.0,A,NON-ATCT,KY,18I,PINE KNOT,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY INDIANAPOLIS ARTCC ON FREQS 124.625/371.925 (LONDON 2 RCAG).
2025/03/20,11299.51,A,NON-ATCT,MS,19M,LEXINGTON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 132.5/259.1 (GREENWOOD RCAG).
2025/03/20,22925.0,A,NON-ATCT,TN,1A3,COPPERHILL,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 133.1/342.425 (MOUNT OGLETHORPE RCAG).
2025/03/20,16731.1,A,NON-ATCT,NC,1A5,FRANKLIN,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC (ZTL) ON FREQS 134.8/379.95 (MOUNT OGLETHORPE RCAG).
2025/03/20,7274.0,A,NON-ATCT,KY,1A6,MIDDLESBORO,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY INDIANAPOLIS ARTCC ON FREQS 124.625/371.925 (LONDON 2 RCAG).
2025/03/20,481.91,A,NON-ATCT,AL,1A9,PRATTVILLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN APCH CTL CLSD.
2025/03/20,8977.0,A,NON-ATCT,MA,1B6,HOPEDALE,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,CLNC DEL THRU BRIDGEPORT RADIO (BDR) 1-866-293-5149.
2025/03/20,9054.0,A,NON-ATCT,MA,1B9,MANSFIELD,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,CLNC DEL THRU BRIDGEPORT RADIO (BDR) 1-866-293-5149.
2025/03/20,4933.51,A,NON-ATCT,IL,1C1,PAXTON,US,2,ARPT_CTL_REMARK,ATC_REMARK,2,APCH/DEP SVC PRVDD BY CHICAGO ARTCC ON  FREQ 121.35 (REMOTED CHAMPAIGN APCH CTL) AND FREQ 353.95 (DANVILLE RCAG) WHEN CHAMPAIGN APCH CTL CLSD.
2025/03/20,22736.0,A,NON-ATCT,SD,1D1,MILBANK,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 128.5/306.2 (WATERTOWN RCAG).
2025/03/20,18796.0,A,NON-ATCT,OK,1F0,ARDMORE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 124.75/323.0 (ARDMORE RCAG).
2025/03/20,19083.11,A,NON-ATCT,OK,1F4,MADILL,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 124.75/323.0 (ARDMORE RCAG).
2025/03/20,18061.0,A,NON-ATCT,OH,1G3,KENT,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY CLEVELAND APCH (CLE) 0600-0100. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 120.6/379.275 (MOUNT HOPE RCAG) 0100-0600.
2025/03/20,4614.0,A,NON-ATCT,IL,1H2,EFFINGHAM,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 124.3/269.15 (DECATUR RCAG).
2025/03/20,5232.11,A,NON-ATCT,IN,1I9,DELPHI,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY CHICAGO ARTCC (ZAU) ON FREQ 123.85 (LAFAYETTE RCAG) WHEN GRISSOM APCH CTL CLSD.
2025/03/20,6348.01,H,NON-ATCT,IA,1IA3,SPENCER,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 127.75/257.7 (FAIRMONT RCAG).
2025/03/20,19046.02,A,NON-ATCT,OK,1K8,KETCHUM,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY KANSAS CITY ARTCC (ZKC) ON 128.6/282.325 (EDNA RCAG).
2025/03/20,25129.0,A,NON-ATCT,UT,1L7,ESCALANTE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP CTL SVC PRVDD BY SALT LAKE ARTCC (ZLC) ON 133.6/269.25 (BRYCE CANYON RCAG).
2025/03/20,133.5,A,NON-ATCT,AL,1M3,ARDMORE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 120.8/307.0 (HUNTSVILLE RCAG) WHEN HUNTSVILLE APCH CTL CLSD.
2025/03/20,363.0,A,NON-ATCT,AL,1M4,HALEYVILLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 120.8/307.0 (HUNTSVILLE RCAG).
2025/03/20,7151.4,A,NON-ATCT,KY,1M7,FULTON,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 133.65/292.15 (PADUCAH RCAG).
2025/03/20,8389.13,H,NON-ATCT,ME,1ME2,WATERVILLE,US,1,ARPT_CTL_REMARK,ATC_REMARK,1,APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 128.2/263.05 (112-292) (WATERBORO RCAG); FREQS 124.25/290.50 (293-111) (BANGOR RCAG) WHEN PORTLAND APCH CTL CLSD.
