EFF_DATE,FACILITY_ID,FACILITY_TYPE,STATE_CODE,COUNTRY_CODE,RADAR_TYPE,RADAR_NO,RADAR_HRS,REMARK
2025/03/20,PSP,AIRPORT,CA,US,ASR,1,0600-2300,
2025/03/20,PTK,AIRPORT,MI,US,ASR,1,24,
2025/03/20,PUB,AIRPORT,CO,US,ASR,1,0600-2200,
2025/03/20,PVD,AIRPORT,RI,US,ASR,1,0600-0000,
2025/03/20,PWM,AIRPORT,ME,US,ASR,1,16,
2025/03/20,RCA,AIRPORT,SD,US,ASR,2,DIGITAL ASR NO-NOTAM MP: 0500-1100Z++ MON-FRI.,(RADAR_TYPE) DIGITAL ASR NO-NOTAM MP: 0500-1100Z++ MON-FRI.
2025/03/20,RDG,AIRPORT,PA,US,ASR,2,0600-0000,
2025/03/20,RDM,AIRPORT,OR,US,ASR,1,0600-2200,
2025/03/20,RDR,AIRPORT,ND,US,ASR,1,24; ASR NO NOTAM MP 0700-1200Z++ MON-FRI.,
2025/03/20,RDU,AIRPORT,NC,US,ASR,1,24,
2025/03/20,RFD,AIRPORT,IL,US,ASR,1,24,
2025/03/20,RIC,AIRPORT,VA,US,ASR,1,24,
2025/03/20,RIV,AIRPORT,CA,US,ASR,1,1500-0700Z++.  NO-NOTAM MP 0700-1500Z++ WED.,
2025/03/20,RNO,AIRPORT,NV,US,ASR,1,24,
2025/03/20,ROA,AIRPORT,VA,US,ASR,1,24,
2025/03/20,ROC,AIRPORT,NY,US,ASR,1,24,
2025/03/20,ROW,AIRPORT,NM,US,ASR,1,0600-2100,
2025/03/20,RST,AIRPORT,MN,US,ASR,1,0500-2300,
2025/03/20,RSW,AIRPORT,FL,US,ASR,1,0600-0000,
2025/03/20,S46,TRACON,WA,US,ASR,1,24.,
2025/03/20,SAT,AIRPORT,TX,US,ASR,1,24,
2025/03/20,SAV,AIRPORT,GA,US,ASR,1,0600-0000,
2025/03/20,SAW,AIRPORT,MI,US,ASR,1,24,
2025/03/20,SBA,AIRPORT,CA,US,ASR,1,0600-2300,
2025/03/20,SBN,AIRPORT,IN,US,ASR,1,0530-0000SUN-FRI 0530-2345 SAT.,
2025/03/20,SCK,AIRPORT,CA,US,ASR,2,24,
2025/03/20,SCT,TRACON,CA,US,ASR,1,24,
2025/03/20,SCT,TRACON,CA,US,ASR,2,24,
2025/03/20,SCT,TRACON,CA,US,ASR,3,24,
2025/03/20,SCT,TRACON,CA,US,ASR,4,24,
2025/03/20,SCT,TRACON,CA,US,ASR,5,24,
2025/03/20,SCT,TRACON,CA,US,ASR,6,24,
2025/03/20,SCT,TRACON,CA,US,ASR,7,24,
2025/03/20,SDF,AIRPORT,KY,US,ASR,1,24,
2025/03/20,SEA,AIRPORT,WA,US,ASR,1,24,
2025/03/20,SGF,AIRPORT,MO,US,ASR,2,24,
2025/03/20,SHV,AIRPORT,LA,US,ASR,1,24,
2025/03/20,SJT,AIRPORT,TX,US,ASR,1,0600-0000,
2025/03/20,SJU,AIRPORT,PR,US,ASR,1,24,
2025/03/20,SLC,AIRPORT,UT,US,ASR,1,0700-2200,
2025/03/20,SLI,AIRPORT,CA,US,ASR,1,1500-0000Z++ FRI-SUN; 1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.,
2025/03/20,SLI,AIRPORT,CA,US,PAR,2,1500-0000Z++ FRI-SUN; 1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.,
2025/03/20,SPI,AIRPORT,IL,US,ASR,1,0600-2200,
2025/03/20,SPS,AIRPORT,TX,US,ASR,1,1200-0200Z++,
2025/03/20,SRQ,AIRPORT,FL,US,ASR,1,24,
2025/03/20,SSC,AIRPORT,SC,US,ASR,1,24,(RADAR_TYPE) NO-NOTAM MP: 0400-1100Z++ TUE-FRI DLY (1500/3+1).
2025/03/20,STJ,AIRPORT,MO,US,ASR,1,24,
2025/03/20,STJ,AIRPORT,MO,US,PAR,2,24,
2025/03/20,STL,AIRPORT,MO,US,ASR,1,24,
2025/03/20,STT,AIRPORT,VI,US,ASR,1,24,
2025/03/20,SUU,AIRPORT,CA,US,ASR,1,24,"(RADAR_TYPE) COMM/NAV/WEATHER REMARKS: ASR-11/DASR - NO-NOTAM MP 0701-1300Z++ MON THRU FRI. ILS/RADAR-RADAR:  RADAR COVERAGE LTD IN AREA BOUNDED BY SUU075/004, SUU115/013, SUU157/011, SUU185/003. TFC ADZY MAY NOT BE AVBL TO NON-TRANSPONDER EQPT ACFT. "
2025/03/20,SUX,AIRPORT,IA,US,ASR,2,0600-2130,
2025/03/20,SWF,AIRPORT,NY,US,ASR,1,24,
2025/03/20,SYR,AIRPORT,NY,US,ASR,1,24,
2025/03/20,SZL,AIRPORT,MO,US,ASR,1,MON THRU FRI 1300Z-0500Z++; SAT-SUN 1400-2300Z++ CLSD HOL.,"(RADAR_TYPE) ASR: NO-NOTAM MP 0700-1300Z++ MON, TUE."
2025/03/20,TIK,AIRPORT,OK,US,PAR,1,UNK,
2025/03/20,TLH,AIRPORT,FL,US,ASR,1,0600-2300,
2025/03/20,TNCM,AIRPORT,,AN,ASR,1,1200-2359Z UTC-4,
2025/03/20,TOL,AIRPORT,OH,US,ASR,1,24,
2025/03/20,TPA,AIRPORT,FL,US,ASR,1,24,
2025/03/20,TRI,AIRPORT,TN,US,ASR,1,0600-2400,
2025/03/20,TUL,AIRPORT,OK,US,ASR,1,24,
2025/03/20,TYS,AIRPORT,TN,US,ASR,1,24,
2025/03/20,UAM,AIRPORT,GU,US,ASR,1,24,
2025/03/20,VAD,AIRPORT,GA,US,ASR,1,"1000-0500Z MON-FRI 1200-2000Z SAT/SUN/FED HOL.  NO-NOTAM MP: 0700-1130Z MON-FRI, 2300-1300Z SAT.",
2025/03/20,VAD,AIRPORT,GA,US,PAR,2,"1000-0500Z MON-FRI 1200-2000Z SAT/SUN/FED HOL.  NO-NOTAM MP: 0700-1130Z MON-FRI, 2300-1300Z SAT.",
2025/03/20,VPS,AIRPORT,FL,US,ASR,1,DASR 0900-1200Z++ TUE,
2025/03/20,VUJ,AIRPORT,NC,US,ASR,1,"ASR APCH RSTD TO VFR COND ONLY, RQR 24 HR ADVANCE REQ THRU 235ATCS/ATM C704-422-2551 OR C704-763-4633 AFTER DUTY HR. 1300-0300Z++ TUES-SAT OR BY NOTAM.",
2025/03/20,VUJ,AIRPORT,NC,US,PAR,2,"PAR APCH RSTD TO VFR COND ONLY, RQR 24 HR ADVANCE REQ THRU 235ATCS/ATM C704-422-2551 OR C704-763-4633 AFTER DUTY HR. 1300-0300Z++ TUES-SAT OR BY NOTAM.",
2025/03/20,WRB,AIRPORT,GA,US,ASR,1,"RADAR - SEE TERMINAL FLIP FOR RADAR MINIMA.  MON,FRI 1300-2100Z++, TUE 1500-2300Z++, WED,THU 1900-0300Z++.",
2025/03/20,WRI,AIRPORT,NJ,US,ASR,1,24,
2025/03/20,WRI,AIRPORT,NJ,US,PAR,2,PAR  APCH DLY FR 1100-0300Z++ CONTINGENT UPON PAR CONTROLLER.  ,
2025/03/20,YKM,AIRPORT,WA,US,ASR,1,0600-2200,
2025/03/20,YNG,AIRPORT,OH,US,ASR,1,0600-0000,
